[2022-08-08 23:34:35.711031][Task_List] ['receive_energy', 'mission_explore', 'shopping', 'mission_arena', 'mission_gashapon', 'mission_guild', 'mission_dungeons', 'mission_princess_arena', 'mission_complete']
[2022-08-08 23:34:35.765719][Task] initial
[2022-08-13 11:32:32.318967][mission_gashapon][normal_button][idle] 7.65 seconds
[2022-08-13 11:32:39.978011][Task] <click> free_button
[2022-08-13 11:32:39.986801][mission_gashapon][free_button][click] (962.0, 465.0)
[2022-08-13 11:32:39.999499][mission_gashapon][free_button][idle] 4.4 seconds
[2022-08-13 11:32:44.405625][Task] <click> ok_button
[2022-08-13 11:32:44.439589][mission_gashapon][ok_button][click] (775.0, 495.0)
[2022-08-13 11:32:44.450330][mission_gashapon][ok_button][idle] 12.58 seconds
[2022-08-13 11:32:57.036679][Task] <click> receive_button
[2022-08-13 11:32:57.043516][mission_gashapon][receive_button][click] (635.0, 590.0)
[2022-08-13 11:32:57.058561][mission_gashapon][receive_button][idle] 3.28 seconds
[2022-08-13 11:33:00.347466][Task] mission_dungeons
[2022-08-13 11:33:00.396803][Task] <click> adventure_button
[2022-08-13 11:33:00.403640][mission_dungeons][adventure_button][click] (636.0, 685.0)
[2022-08-13 11:33:00.415359][mission_dungeons][adventure_button][idle] 6.37 seconds
[2022-08-13 11:33:06.798089][Task] <click> dungeons_button
[2022-08-13 11:33:06.806879][mission_dungeons][dungeons_button][click] (1164.0, 179.0)
[2022-08-13 11:33:06.818598][mission_dungeons][dungeons_button][idle] 6.36 seconds
[2022-08-13 11:33:13.189489][Task] <click> last_extreme_button
[2022-08-13 11:33:13.556148][mission_dungeons][last_extreme_button][click] (1083.0, 315.0)
[2022-08-13 11:33:13.613458][mission_dungeons][last_extreme_button][idle] 3.03 seconds
[2022-08-13 11:33:16.655143][Task] <click> ok_button
[2022-08-13 11:33:16.662956][mission_dungeons][ok_button][click] (794.0, 569.0)
[2022-08-13 11:33:16.672721][mission_dungeons][ok_button][idle] 5.37 seconds
[2022-08-13 11:33:22.050361][Task] <click> first_enemy
[2022-08-13 11:33:22.063623][mission_dungeons][first_enemy][click] (910.0, 355.0)
[2022-08-13 11:33:22.075346][mission_dungeons][first_enemy][idle] 5.01 seconds
[2022-08-13 11:33:27.093614][Task] <click> challenge_button
[2022-08-13 11:33:27.124221][mission_dungeons][challenge_button][click] (1126.0, 604.0)
[2022-08-13 11:33:27.139846][mission_dungeons][challenge_button][idle] 7.58 seconds
[2022-08-13 11:33:34.728856][Task] <click> my_team_button
[2022-08-13 11:33:34.734716][mission_dungeons][my_team_button][click] (1164.0, 120.0)
[2022-08-13 11:33:34.748389][mission_dungeons][my_team_button][idle] 5.8 seconds
[2022-08-13 11:33:40.555725][Task] <click> call_button
[2022-08-13 11:33:40.594930][mission_dungeons][call_button][click] (1050.0, 271.0)
[2022-08-13 11:33:40.608602][mission_dungeons][call_button][idle] 5.35 seconds
[2022-08-13 11:33:45.966318][Task] <click> attack_button
[2022-08-13 11:33:45.972177][mission_dungeons][attack_button][click] (1101.0, 600.0)
[2022-08-13 11:33:45.986826][mission_dungeons][attack_button][idle] 37.56 seconds
[2022-08-13 11:34:23.562707][Task] <click> next_button
[2022-08-13 11:34:23.578318][mission_dungeons][next_button][click] (1136.0, 658.0)
[2022-08-13 11:34:23.675152][mission_dungeons][next_button][idle] 7.22 seconds
[2022-08-13 11:34:30.917234][Task] <click> blank_button
[2022-08-13 11:34:30.956298][mission_dungeons][blank_button][click] (61.0, 145.0)
[2022-08-13 11:34:30.968994][mission_dungeons][blank_button][idle] 8.71 seconds
[2022-08-13 11:34:39.685789][Task] <click> second_enemy
[2022-08-13 11:34:39.736622][mission_dungeons][second_enemy][click] (638.0, 346.0)
[2022-08-13 11:34:39.752248][mission_dungeons][second_enemy][idle] 4.87 seconds
[2022-08-13 11:34:44.629885][Task] <click> challenge_button
[2022-08-13 11:34:44.636721][mission_dungeons][challenge_button][click] (1124.0, 616.0)
[2022-08-13 11:34:44.656627][mission_dungeons][challenge_button][idle] 7.41 seconds
[2022-08-13 11:34:52.078140][Task] <click> attack_button
[2022-08-13 11:34:52.123302][mission_dungeons][attack_button][click] (1118.0, 610.0)
[2022-08-13 11:34:52.137950][mission_dungeons][attack_button][idle] 37.2 seconds
[2022-08-13 11:35:29.349413][Task] <click> next_button
[2022-08-13 11:35:29.358203][mission_dungeons][next_button][click] (1140.0, 651.0)
[2022-08-13 11:35:29.373828][mission_dungeons][next_button][idle] 5.02 seconds
[2022-08-13 11:35:34.403232][Task] <click> blank_button
[2022-08-13 11:35:34.424718][mission_dungeons][blank_button][click] (52.0, 138.0)
[2022-08-13 11:35:34.437415][mission_dungeons][blank_button][idle] 8.46 seconds
[2022-08-13 11:35:42.905172][Task] <click> third_enemy
[2022-08-13 11:35:42.912986][mission_dungeons][third_enemy][click] (294.0, 325.0)
[2022-08-13 11:35:42.925682][mission_dungeons][third_enemy][idle] 5.67 seconds
[2022-08-13 11:35:48.602984][Task] <click> challenge_button
[2022-08-13 11:35:48.611774][mission_dungeons][challenge_button][click] (1130.0, 611.0)
[2022-08-13 11:35:48.641012][mission_dungeons][challenge_button][idle] 7.71 seconds
[2022-08-13 11:35:56.362890][Task] <click> attack_button
[2022-08-13 11:35:56.415210][mission_dungeons][attack_button][click] (1110.0, 596.0)
[2022-08-13 11:35:56.426933][mission_dungeons][attack_button][idle] 35.16 seconds
[2022-08-13 11:36:31.597483][Task] <click> next_button
[2022-08-13 11:36:31.625786][mission_dungeons][next_button][click] (1109.0, 653.0)
[2022-08-13 11:36:31.640435][mission_dungeons][next_button][idle] 5.86 seconds
[2022-08-13 11:36:37.509792][Task] <click> blank_button
[2022-08-13 11:36:37.515652][mission_dungeons][blank_button][click] (66.0, 131.0)
[2022-08-13 11:36:37.528348][mission_dungeons][blank_button][idle] 9.03 seconds
[2022-08-13 11:36:46.564017][Task] <click> fourth_enemy
[2022-08-13 11:36:46.599437][mission_dungeons][fourth_enemy][click] (655.0, 334.0)
[2022-08-13 11:36:46.614086][mission_dungeons][fourth_enemy][idle] 4.06 seconds
[2022-08-13 11:36:50.680855][Task] <click> challenge_button
[2022-08-13 11:36:50.689645][mission_dungeons][challenge_button][click] (1106.0, 606.0)
[2022-08-13 11:36:50.704294][mission_dungeons][challenge_button][idle] 7.73 seconds
[2022-08-13 11:36:58.450285][Task] <click> attack_button
[2022-08-13 11:36:58.475909][mission_dungeons][attack_button][click] (1127.0, 607.0)
[2022-08-13 11:36:58.489582][mission_dungeons][attack_button][idle] 37.09 seconds
[2022-08-13 11:37:35.590286][Task] <click> next_button
[2022-08-13 11:37:35.599075][mission_dungeons][next_button][click] (1088.0, 655.0)
[2022-08-13 11:37:35.619583][mission_dungeons][next_button][idle] 6.05 seconds
[2022-08-13 11:37:41.676453][Task] <click> blank_button
[2022-08-13 11:37:41.681336][mission_dungeons][blank_button][click] (59.0, 136.0)
[2022-08-13 11:37:41.695985][mission_dungeons][blank_button][idle] 8.64 seconds
[2022-08-13 11:37:50.341951][Task] <click> retreat_button
[2022-08-13 11:37:50.363436][mission_dungeons][retreat_button][click] (1084.0, 570.0)
[2022-08-13 11:37:50.376132][mission_dungeons][retreat_button][idle] 4.0 seconds
[2022-08-13 11:37:54.382891][Task] <click> comfirm_button
[2022-08-13 11:37:54.416558][mission_dungeons][comfirm_button][click] (781.0, 497.0)
[2022-08-13 11:37:54.431207][mission_dungeons][comfirm_button][idle] 3.7 seconds
[2022-08-13 11:37:58.137140][Task] mission_arena
[2022-08-13 11:37:58.165535][Task] <click> adventure_button
[2022-08-13 11:37:58.173349][mission_arena][adventure_button][click] (620.0, 695.0)
[2022-08-13 11:37:58.188974][mission_arena][adventure_button][idle] 7.95 seconds
[2022-08-13 11:38:06.145027][Task] <click> arena_button
[2022-08-13 11:38:06.163777][mission_arena][arena_button][click] (726.0, 546.0)
[2022-08-13 11:38:06.185858][mission_arena][arena_button][idle] 6.37 seconds
[2022-08-13 11:38:12.564317][Task] <click> blank_button
[2022-08-13 11:38:12.572129][mission_arena][blank_button][click] (69.0, 145.0)
[2022-08-13 11:38:12.582870][mission_arena][blank_button][idle] 3.91 seconds
[2022-08-13 11:38:16.501321][Task] <click> receive_button
[2022-08-13 11:38:16.520852][mission_arena][receive_button][click] (394.0, 460.0)
[2022-08-13 11:38:16.535501][mission_arena][receive_button][idle] 5.8 seconds
[2022-08-13 11:38:22.341389][Task] <click> blank_button
[2022-08-13 11:38:22.378825][mission_arena][blank_button][click] (70.0, 134.0)
[2022-08-13 11:38:22.386637][mission_arena][blank_button][idle] 5.91 seconds
[2022-08-13 11:38:28.308172][Task] <click> first_person
[2022-08-13 11:38:28.344956][mission_arena][first_person][click] (802.0, 240.0)
[2022-08-13 11:38:28.355698][mission_arena][first_person][idle] 3.25 seconds
[2022-08-13 11:38:31.612213][Task] <click> attack_button
[2022-08-13 11:38:31.618073][mission_arena][attack_button][click] (1090.0, 603.0)
[2022-08-13 11:38:31.631732][mission_arena][attack_button][idle] 9.53 seconds
[2022-08-13 11:38:41.168521][Task] <click> skip_button
[2022-08-13 11:38:41.220281][mission_arena][skip_button][click] (1213.0, 479.0)
[2022-08-13 11:38:41.231999][mission_arena][skip_button][idle] 9.67 seconds
[2022-08-13 11:38:50.908602][Task] <click> next_button
[2022-08-13 11:38:50.913486][mission_arena][next_button][click] (1112.0, 659.0)
[2022-08-13 11:38:50.922277][mission_arena][next_button][idle] 7.84 seconds
[2022-08-13 11:38:58.768525][Task] <click> blank_button
[2022-08-13 11:38:58.785128][mission_arena][blank_button][click] (69.0, 144.0)
[2022-08-13 11:38:58.793917][mission_arena][blank_button][idle] 4.58 seconds
[2022-08-13 11:39:03.378871][Task] <click> blank_button
[2022-08-13 11:39:03.433715][mission_arena][blank_button][click] (57.0, 136.0)
[2022-08-13 11:39:03.441527][mission_arena][blank_button][idle] 5.29 seconds
[2022-08-13 11:39:08.739741][Task] mission_explore
[2022-08-13 11:39:08.782838][Task] <click> adventure_button
[2022-08-13 11:39:08.789674][mission_explore][adventure_button][click] (646.0, 684.0)
[2022-08-13 11:39:08.803346][mission_explore][adventure_button][idle] 7.37 seconds
[2022-08-13 11:39:16.182245][Task] <click> explore_button
[2022-08-13 11:39:16.190044][mission_explore][explore_button][click] (988.0, 186.0)
[2022-08-13 11:39:16.204692][mission_explore][explore_button][idle] 6.96 seconds
[2022-08-13 11:39:23.173584][Task] <click> exp_button
[2022-08-13 11:39:23.178459][mission_explore][exp_button][click] (780.0, 313.0)
[2022-08-13 11:39:23.187248][mission_explore][exp_button][idle] 6.27 seconds
[2022-08-13 11:39:29.463009][Task] <click> level_button
[2022-08-13 11:39:29.470822][mission_explore][level_button][click] (950.0, 195.0)
[2022-08-13 11:39:29.483517][mission_explore][level_button][idle] 7.83 seconds
[2022-08-13 11:39:37.319792][Task] <click> attack_button
[2022-08-13 11:39:37.346147][mission_explore][attack_button][click] (1014.0, 442.0)
[2022-08-13 11:39:37.359818][mission_explore][attack_button][idle] 4.71 seconds
[2022-08-13 11:39:42.078346][Task] <click> ok_button
[2022-08-13 11:39:42.094071][mission_explore][ok_button][click] (798.0, 488.0)
[2022-08-13 11:39:42.105790][mission_explore][ok_button][idle] 7.68 seconds
[2022-08-13 11:39:49.792170][Task] <click> blank_button
[2022-08-13 11:39:49.799006][mission_explore][blank_button][click] (53.0, 150.0)
[2022-08-13 11:39:49.810726][mission_explore][blank_button][idle] 5.32 seconds
[2022-08-13 11:39:55.136973][Task] <click> level_button
[2022-08-13 11:39:55.154552][mission_explore][level_button][click] (971.0, 207.0)
[2022-08-13 11:39:55.170177][mission_explore][level_button][idle] 5.39 seconds
[2022-08-13 11:40:00.567584][Task] <click> attack_button
[2022-08-13 11:40:00.619959][mission_explore][attack_button][click] (1005.0, 440.0)
[2022-08-13 11:40:00.635584][mission_explore][attack_button][idle] 4.14 seconds
[2022-08-13 11:40:04.782105][Task] <click> ok_button
[2022-08-13 11:40:04.786988][mission_explore][ok_button][click] (773.0, 493.0)
[2022-08-13 11:40:04.794801][mission_explore][ok_button][idle] 8.32 seconds
[2022-08-13 11:40:13.121173][Task] <click> blank_button
[2022-08-13 11:40:13.166502][mission_explore][blank_button][click] (64.0, 141.0)
[2022-08-13 11:40:13.178221][mission_explore][blank_button][idle] 7.13 seconds
[2022-08-13 11:40:20.316338][Task] shopping
[2022-08-13 11:40:20.337858][Task] <click> main_button
[2022-08-13 11:40:20.345670][shopping][main_button][click] (135.0, 689.0)
[2022-08-13 11:40:20.354460][shopping][main_button][idle] 6.47 seconds
[2022-08-13 11:40:26.830655][Task] <click> shop_button
[2022-08-13 11:40:26.838468][shopping][shop_button][click] (813.0, 579.0)
[2022-08-13 11:40:26.850187][shopping][shop_button][idle] 7.21 seconds
[2022-08-13 11:40:34.069911][Task] <click> first_cargo
[2022-08-13 11:40:34.110651][shopping][first_cargo][click] (510.0, 203.0)
[2022-08-13 11:40:34.119439][shopping][first_cargo][idle] 1.84 seconds
[2022-08-13 11:40:35.966143][Task] <click> second_cargo
[2022-08-13 11:40:35.972979][shopping][second_cargo][click] (742.0, 203.0)
[2022-08-13 11:40:35.987118][shopping][second_cargo][idle] 3.74 seconds
[2022-08-13 11:40:39.737767][Task] <click> third_cargo
[2022-08-13 11:40:39.746557][shopping][third_cargo][click] (967.0, 204.0)
[2022-08-13 11:40:39.758275][shopping][third_cargo][idle] 2.57 seconds
[2022-08-13 11:40:42.334503][Task] <click> fourth_cargo
[2022-08-13 11:40:42.382357][shopping][fourth_cargo][click] (1195.0, 200.0)
[2022-08-13 11:40:42.392122][shopping][fourth_cargo][idle] 2.0 seconds
[2022-08-13 11:40:44.399720][Task] <click> buy_button
[2022-08-13 11:40:44.415345][shopping][buy_button][click] (1049.0, 587.0)
[2022-08-13 11:40:44.423162][shopping][buy_button][idle] 3.7 seconds
[2022-08-13 11:40:48.129984][Task] <click> ok_button
[2022-08-13 11:40:48.157641][shopping][ok_button][click] (827.0, 639.0)
[2022-08-13 11:40:48.167407][shopping][ok_button][idle] 4.77 seconds
[2022-08-13 11:40:52.944167][Task] <click> blank_button
[2022-08-13 11:40:52.951980][shopping][blank_button][click] (191.0, 207.0)
[2022-08-13 11:40:52.962722][shopping][blank_button][idle] 5.5 seconds
[2022-08-13 11:40:58.470726][Task] mission_princess_arena
[2022-08-13 11:40:58.515591][Task] <click> adventure_button
[2022-08-13 11:40:58.521452][mission_princess_arena][adventure_button][click] (624.0, 684.0)
[2022-08-13 11:40:58.534146][mission_princess_arena][adventure_button][idle] 5.51 seconds
[2022-08-13 11:41:04.053066][Task] <click> princess_arena_button
[2022-08-13 11:41:04.100919][mission_princess_arena][princess_arena_button][click] (1137.0, 545.0)
[2022-08-13 11:41:04.121427][mission_princess_arena][princess_arena_button][idle] 5.18 seconds
[2022-08-13 11:41:09.312812][Task] <click> blank_button
[2022-08-13 11:41:09.367095][mission_princess_arena][blank_button][click] (50.0, 141.0)
[2022-08-13 11:41:09.386626][mission_princess_arena][blank_button][idle] 5.42 seconds
[2022-08-13 11:41:14.825071][Task] <click> receive_button
[2022-08-13 11:41:14.845579][mission_princess_arena][receive_button][click] (387.0, 457.0)
[2022-08-13 11:41:14.861205][mission_princess_arena][receive_button][idle] 5.25 seconds
[2022-08-13 11:41:20.121139][Task] <click> blank_button
[2022-08-13 11:41:20.126999][mission_princess_arena][blank_button][click] (67.0, 148.0)
[2022-08-13 11:41:20.139696][mission_princess_arena][blank_button][idle] 4.64 seconds
[2022-08-13 11:41:24.789890][Task] <click> first_person
[2022-08-13 11:41:24.795750][mission_princess_arena][first_person][click] (800.0, 234.0)
[2022-08-13 11:41:24.816259][mission_princess_arena][first_person][idle] 4.8 seconds
[2022-08-13 11:41:29.627025][Task] <click> next_team_button
[2022-08-13 11:41:29.664528][mission_princess_arena][next_team_button][click] (1134.0, 602.0)
[2022-08-13 11:41:29.679178][mission_princess_arena][next_team_button][idle] 5.14 seconds
[2022-08-13 11:41:34.831393][Task] <click> next_team_button
[2022-08-13 11:41:34.840183][mission_princess_arena][next_team_button][click] (1085.0, 590.0)
[2022-08-13 11:41:34.859713][mission_princess_arena][next_team_button][idle] 3.28 seconds
[2022-08-13 11:41:38.149860][Task] <click> attack_button
[2022-08-13 11:41:38.195788][mission_princess_arena][attack_button][click] (1136.0, 595.0)
[2022-08-13 11:41:38.217273][mission_princess_arena][attack_button][idle] 12.6 seconds
[2022-08-13 11:41:50.829714][Task] <click> skip_button
[2022-08-13 11:41:50.846315][mission_princess_arena][skip_button][click] (1218.0, 472.0)
[2022-08-13 11:41:50.860964][mission_princess_arena][skip_button][idle] 12.89 seconds
[2022-08-13 11:42:03.766050][Task] <click> next_button
[2022-08-13 11:42:03.775998][mission_princess_arena][next_button][click] (1074.0, 652.0)
[2022-08-13 11:42:03.791646][mission_princess_arena][next_button][idle] 5.66 seconds
[2022-08-13 11:42:09.463957][Task] <click> blank_button
[2022-08-13 11:42:09.472747][mission_princess_arena][blank_button][click] (58.0, 150.0)
[2022-08-13 11:42:09.488372][mission_princess_arena][blank_button][idle] 3.83 seconds
[2022-08-13 11:42:13.329482][Task] <click> blank_button
[2022-08-13 11:42:13.335339][mission_princess_arena][blank_button][click] (57.0, 131.0)
[2022-08-13 11:42:13.347045][mission_princess_arena][blank_button][idle] 3.68 seconds
[2022-08-13 11:42:17.038078][Task] mission_complete
[2022-08-13 11:42:17.083908][Task] <click> main_button
[2022-08-13 11:42:17.088791][mission_complete][main_button][click] (101.0, 675.0)
[2022-08-13 11:42:17.102465][mission_complete][main_button][idle] 6.13 seconds
[2022-08-13 11:42:23.243764][Task] <click> mission_button
[2022-08-13 11:42:23.274038][mission_complete][mission_button][click] (1118.0, 569.0)
[2022-08-13 11:42:23.287711][mission_complete][mission_button][idle] 7.77 seconds
[2022-08-13 11:42:31.071120][Task] <click> receive_button
[2022-08-13 11:42:31.078933][mission_complete][receive_button][click] (1034.0, 599.0)
[2022-08-13 11:42:31.095764][mission_complete][receive_button][idle] 4.8 seconds
[2022-08-13 11:42:35.903714][Task] <click> blank_button
[2022-08-13 11:42:35.938947][mission_complete][blank_button][click] (61.0, 138.0)
[2022-08-13 11:42:35.955549][mission_complete][blank_button][idle] 3.48 seconds
